# phase   flux   flux_e   sh
-0.048303133456045755 0.9811990573843957 9.688395781626303e-05 0.009000001217629006
-0.04768652544176044 0.986284678650893 9.713471138038005e-05 0.023000001217695853
-0.047069917427475017 0.9885786556767077 9.724760747712443e-05 0.017000001217667204
-0.04645340578811952 0.9912842878474023 9.738059460445453e-05 0.009000001217629006
-0.045836797773834204 0.9924912140186655 9.743985885222644e-05 0.01200000121764333
-0.04522018975954889 0.993204467718719 9.747486513587864e-05 0.00800000121762423
-0.044603579068993704 0.993989331110797 9.751337147956383e-05 0.0030000012176003565
-0.043987070105907966 0.9944310211687893 9.753503464117217e-05 -0.0019999987824235177
-0.04337046209162265 0.994740487973721 9.75502099056999e-05 -0.0009999987824187428
-0.04275385140106758 0.9953654935956612 9.758085099070043e-05 -0.006999998782447392
-0.042137243386782264 0.9951789564259841 9.7571706958299e-05 -0.011999998782471266
-0.041520734423696526 0.9958176777940441 9.760301345713964e-05 -0.01699999878249514
-0.031110067599274593 0.9929372963232407 9.746175391448447e-05 0.03500000121775315
-0.03049345958498928 0.9940740540437096 9.75175271794962e-05 0.04300000121779135
-0.029876848894434205 0.9955472347852031 9.758975910063661e-05 0.04300000121779135
-0.02926024088014889 0.995428231274958 9.758392619257872e-05 0.028000001217719728
-0.028643731917063153 0.9963844272191599 9.76307838937766e-05 0.028000001217719728
-0.028027121226507967 0.9963226082174834 9.762775517762754e-05 0.03200000121773883
-0.027410513212222654 0.9971511518154352 9.766834044640975e-05 0.023000001217695853
-0.026793905199885115 0.997101008429265 9.766588470894558e-05 0.025000001217705403
-0.02617739355858184 0.997591387913157 9.768989805294519e-05 0.01800000121767198
-0.025560785544296416 0.9971064405230035 9.76661507449408e-05 0.013000001217648105
-0.024944177530011102 0.9975320314787697 9.768699174764345e-05 0.00800000121762423
-0.024327566839456027 0.9977889265676024 9.76995696359398e-05 0.0030000012176003565
-0.02371105787637029 0.9965915170402263 9.764092922050616e-05 -0.004999998782437842
-0.023094449862084976 0.9957510097126404 9.759974623528617e-05 -0.010999998782466491
-0.02247783917152979 0.993987996105827 9.751330599552129e-05 -0.006999998782447392
-0.013383973236785196 0.9798195435694883 9.681582700862072e-05 0.04300000121779135
-0.012767464273699458 0.9805941755087549 9.685409008234075e-05 0.04900000121782
-0.012150856259414144 0.9809309468322907 9.687072024437976e-05 0.04300000121779135
-0.01153424556885907 0.981301404552947 9.688901058314272e-05 0.044000001217796125
-0.010917637554573756 0.981771197219761 9.691220034926169e-05 0.044000001217796125
-0.010301128591488018 0.9817750948691787 9.691239272066523e-05 0.028000001217719728
-0.009684517900932832 0.9823046895450702 9.693852771224212e-05 0.030000001217729277
-0.009067909886647518 0.9818294633506442 9.691507607793868e-05 0.027000001217714953
-0.008451301872362205 0.9825611138260756 9.695117947423167e-05 0.01400000121765288
-0.007834792909276467 0.9824691589216632 9.694664268516549e-05 0.017000001217667204
-0.007218182218721281 0.9823303269938652 9.693979271705747e-05 0.0020000012175955817
-0.006601574204435967 0.9822399252170446 9.693533203265378e-05 1.2175860319985077e-09
-0.0059849661901506535 0.9825255264217301 9.694942371979623e-05 1.2175860319985077e-09
-0.005368454550795154 0.982119777812657 9.692940329548366e-05 -0.007999998782452167
-0.004751846536509841 0.9827967426988519 9.696280375255224e-05 -0.0029999987824282925
0.004342019398234745 0.9796897048785466 9.680941212498854e-05 0.03500000121775315
0.004958627412520073 0.9815322672533114 9.690040705270985e-05 0.03400000121774838
0.005575139053823405 0.9815568296953451 9.690161949157739e-05 0.038000001217767476
0.006191747066160939 0.9823391596539695 9.694022853497505e-05 0.0330000012177436
0.006808355080446268 0.9824992565148846 9.694812763675031e-05 0.03500000121775315
0.0074249657710013985 0.9827044034656927 9.695824854755842e-05 0.031000001217734052
0.008041474736034927 0.983356484860573 9.699041192491999e-05 0.027000001217714953
0.008658082748372462 0.9836328834656483 9.700404184014503e-05 0.019000001217676754
0.009274693438927593 0.9831990078632921 9.698264547876697e-05 0.01400000121765288
0.009891301453212922 0.9840954288185308 9.702684683983785e-05 0.017000001217667204
0.010507810416298656 0.9839258161460556 9.701848500241856e-05 0.004000001217605131
0.011124421106853787 0.9837785057288462 9.701122207251021e-05 -0.0029999987824282925
0.011741029121139116 0.9838988404004978 9.70171550424453e-05 -0.0009999987824187428
0.012357637135424445 0.9841180459563851 9.702796180130283e-05 -0.010999998782466491
0.012974148774779981 0.9842854560370085 9.703621425040302e-05 -0.005999998782442617
0.022068014711472333 0.9948217029887888 9.755419203981522e-05 0.03900000121777225
0.02268462272575766 0.9977554507052372 9.769793070976433e-05 0.04300000121779135
0.023301230738095195 0.9978976622999978 9.770489297866557e-05 0.038000001217767476
0.023917742379398525 0.9981412293289373 9.771681616449705e-05 0.036000001217757926
0.024534350393683856 0.9994868964184148 9.778266356680843e-05 0.03500000121775315
0.02515095840602139 0.9997618836200532 9.77961140341899e-05 0.0330000012177436
0.02576756909657652 0.9996891836994076 9.779255823800401e-05 0.021000001217686304
0.02638407806161005 0.9997622727423429 9.779613306604375e-05 0.01800000121767198
0.027000686073947584 1.0001298316422922 9.781410860724865e-05 0.01800000121767198
0.02761729676645051 0.9993837750606516 9.777761910791092e-05 0.01000000121763378
0.028233904778788045 0.9998808231311951 9.780193115737332e-05 0.006000001217614681
0.028850413743821572 1.000033135799919 9.780937999804589e-05 0.0030000012176003565
0.029467024434376703 1.0 9.780775954229419e-05 1.2175860319985077e-09
