time_from_transit_centre,transit_model
-0.33564856485648564,1.0
-0.33557855785578555,1.0
-0.33550855085508546,1.0
-0.33543854385438543,1.0
-0.33536853685368534,1.0
-0.33529852985298525,1.0
-0.3352285228522852,1.0
-0.3351585158515851,1.0
-0.3350885088508851,1.0
-0.335018501850185,1.0
-0.3349484948494849,1.0
-0.3348784878487849,1.0
-0.3348084808480848,1.0
-0.3347384738473847,1.0
-0.33466846684668466,1.0
-0.3345984598459846,1.0
-0.3345284528452845,1.0
-0.33445844584458445,1.0
-0.33438843884388436,1.0
-0.33431843184318427,1.0
-0.33424842484248424,1.0
-0.33417841784178415,1.0
-0.3341084108410841,1.0
-0.334038403840384,1.0
-0.33396839683968393,1.0
-0.3338983898389839,1.0
-0.3338283828382838,1.0
-0.3337583758375837,1.0
-0.3336883688368837,1.0
-0.3336183618361836,1.0
-0.3335483548354835,1.0
-0.3334783478347835,1.0
-0.3334083408340834,1.0
-0.3333383338333833,1.0
-0.33326832683268326,1.0
-0.33319831983198317,1.0
-0.3331283128312831,1.0
-0.33305830583058305,1.0
-0.33298829882988296,1.0
-0.3329182918291829,1.0
-0.33284828482848283,1.0
-0.33277827782778274,1.0
-0.3327082708270827,1.0
-0.3326382638263826,1.0
-0.33256825682568253,1.0
-0.3324982498249825,1.0
-0.3324282428242824,1.0
-0.3323582358235823,1.0
-0.3322882288228823,1.0
-0.3322182218221822,1.0
-0.3321482148214821,1.0
-0.33207820782078207,1.0
-0.332008200820082,1.0
-0.33193819381938194,1.0
-0.33186818681868185,1.0
-0.33179817981798176,1.0
-0.33172817281728173,1.0
-0.33165816581658164,1.0
-0.33158815881588155,1.0
-0.3315181518151815,1.0
-0.3314481448144814,1.0
-0.33137813781378134,1.0
-0.3313081308130813,1.0
-0.3312381238123812,1.0
-0.3311681168116811,1.0
-0.3310981098109811,1.0
-0.331028102810281,1.0
-0.3309580958095809,1.0
-0.3308880888088809,1.0
-0.3308180818081808,1.0
-0.33074807480748075,1.0
-0.33067806780678066,1.0
-0.3306080608060806,1.0
-0.33053805380538054,1.0
-0.33046804680468045,1.0
-0.33039803980398036,1.0
-0.3303280328032803,1.0
-0.33025802580258024,1.0
-0.33018801880188015,1.0
-0.3301180118011801,1.0
-0.33004800480048,1.0
-0.32997799779977993,1.0
-0.3299079907990799,1.0
-0.3298379837983798,1.0
-0.3297679767976798,1.0
-0.3296979697969797,1.0
-0.3296279627962796,1.0
-0.32955795579557956,1.0
-0.32948794879487947,1.0
-0.3294179417941794,1.0
-0.32934793479347935,1.0
-0.32927792779277926,1.0
-0.32920792079207917,1.0
-0.32913791379137913,1.0
-0.32906790679067904,1.0
-0.32899789978997895,1.0
-0.3289278927892789,1.0
-0.32885788578857883,1.0
-0.32878787878787874,1.0
-0.3287178717871787,1.0
-0.3286478647864786,1.0
-0.3285778577857786,1.0
-0.3285078507850785,1.0
-0.3284378437843784,1.0
-0.32836783678367837,1.0
-0.3282978297829783,1.0
-0.3282278227822782,1.0
-0.32815781578157815,1.0
-0.32808780878087807,1.0
-0.328017801780178,1.0
-0.32794779477947794,1.0
-0.32787778777877785,1.0
-0.32780778077807776,1.0
-0.32773777377737773,1.0
-0.32766776677667764,1.0
-0.3275977597759776,1.0
-0.3275277527752775,1.0
-0.3274577457745774,1.0
-0.3273877387738774,1.0
-0.3273177317731773,1.0
-0.3272477247724772,1.0
-0.3271777177717772,1.0
-0.3271077107710771,1.0
-0.327037703770377,1.0
-0.32696769676967696,1.0
-0.3268976897689769,1.0
-0.3268276827682768,1.0
-0.32675767576757675,1.0
-0.32668766876687666,1.0
-0.32661766176617657,1.0
-0.32654765476547654,1.0
-0.32647764776477645,1.0
-0.3264076407640764,1.0
-0.3263376337633763,1.0
-0.32626762676267623,1.0
-0.3261976197619762,1.0
-0.3261276127612761,1.0
-0.326057605760576,1.0
-0.325987598759876,1.0
-0.3259175917591759,1.0
-0.3258475847584758,1.0
-0.32577757775777577,1.0
-0.3257075707570757,1.0
-0.3256375637563756,1.0
-0.32556755675567556,1.0
-0.32549754975497547,1.0
-0.32542754275427543,1.0
-0.32535753575357534,1.0
-0.32528752875287525,1.0
-0.3252175217521752,1.0
-0.32514751475147513,1.0
-0.32507750775077504,1.0
-0.325007500750075,1.0
-0.3249374937493749,1.0
-0.3248674867486748,1.0
-0.3247974797479748,1.0
-0.3247274727472747,1.0
-0.3246574657465746,1.0
-0.3245874587458746,1.0
-0.3245174517451745,1.0
-0.3244474447444744,1.0
-0.32437743774377437,1.0
-0.3243074307430743,1.0
-0.32423742374237424,1.0
-0.32416741674167415,1.0
-0.32409740974097406,1.0
-0.32402740274027403,1.0
-0.32395739573957394,1.0
-0.32388738873887385,1.0
-0.3238173817381738,1.0
-0.3237473747374737,1.0
-0.32367736773677364,1.0
-0.3236073607360736,1.0
-0.3235373537353735,1.0
-0.3234673467346734,1.0
-0.3233973397339734,1.0
-0.3233273327332733,1.0
-0.32325732573257326,1.0
-0.3231873187318732,1.0
-0.3231173117311731,1.0
-0.32304730473047305,1.0
-0.32297729772977296,1.0
-0.32290729072907287,1.0
-0.32283728372837284,1.0
-0.32276727672767275,1.0
-0.32269726972697266,1.0
-0.3226272627262726,1.0
-0.32255725572557253,1.0
-0.32248724872487244,1.0
-0.3224172417241724,1.0
-0.3223472347234723,1.0
-0.32227722772277223,1.0
-0.3222072207220722,1.0
-0.3221372137213721,1.0
-0.3220672067206721,1.0
-0.321997199719972,1.0
-0.3219271927192719,1.0
-0.32185718571857186,1.0
-0.32178717871787177,1.0
-0.3217171717171717,1.0
-0.32164716471647165,1.0
-0.32157715771577156,1.0
-0.32150715071507147,1.0
-0.32143714371437143,1.0
-0.32136713671367134,1.0
-0.32129712971297125,1.0
-0.3212271227122712,1.0
-0.32115711571157113,1.0
-0.3210871087108711,1.0
-0.321017101710171,1.0
-0.3209470947094709,1.0
-0.3208770877087709,1.0
-0.3208070807080708,1.0
-0.3207370737073707,1.0
-0.32066706670667067,1.0
-0.3205970597059706,1.0
-0.3205270527052705,1.0
-0.32045704570457045,1.0
-0.32038703870387036,1.0
-0.3203170317031703,1.0
-0.32024702470247024,1.0
-0.32017701770177015,1.0
-0.32010701070107006,1.0
-0.32003700370037,1.0
-0.31996699669966994,1.0
-0.3198969896989699,1.0
-0.3198269826982698,1.0
-0.3197569756975697,1.0
-0.3196869686968697,1.0
-0.3196169616961696,1.0
-0.3195469546954695,1.0
-0.3194769476947695,1.0
-0.3194069406940694,1.0
-0.3193369336933693,1.0
-0.31926692669266926,1.0
-0.31919691969196917,1.0
-0.3191269126912691,1.0
-0.31905690569056905,1.0
-0.31898689868986896,1.0
-0.3189168916891689,1.0
-0.31884688468846883,1.0
-0.31877687768776874,1.0
-0.3187068706870687,1.0
-0.3186368636863686,1.0
-0.31856685668566853,1.0
-0.3184968496849685,1.0
-0.3184268426842684,1.0
-0.3183568356835683,1.0
-0.3182868286828683,1.0
-0.3182168216821682,1.0
-0.3181468146814681,1.0
-0.31807680768076807,1.0
-0.318006800680068,1.0
-0.3179367936793679,1.0
-0.31786678667866786,1.0
-0.31779677967796777,1.0
-0.3177267726772677,1.0
-0.31765676567656764,1.0
-0.31758675867586755,1.0
-0.3175167516751675,1.0
-0.31744674467446743,1.0
-0.31737673767376734,1.0
-0.3173067306730673,1.0
-0.3172367236723672,1.0
-0.3171667166716671,1.0
-0.3170967096709671,1.0
-0.317026702670267,1.0
-0.3169566956695669,1.0
-0.3168866886688669,1.0
-0.3168166816681668,1.0
-0.31674667466746675,1.0
-0.31667666766676666,1.0
-0.3166066606660666,1.0
-0.31653665366536654,1.0
-0.31646664666466645,1.0
-0.31639663966396636,1.0
-0.3163266326632663,1.0
-0.31625662566256624,1.0
-0.31618661866186615,1.0
-0.3161166116611661,1.0
-0.316046604660466,1.0
-0.31597659765976593,1.0
-0.3159065906590659,1.0
-0.3158365836583658,1.0
-0.3157665766576657,1.0
-0.3156965696569657,1.0
-0.3156265626562656,1.0
-0.3155565556555655,1.0
-0.3154865486548655,1.0
-0.3154165416541654,1.0
-0.31534653465346535,1.0
-0.31527652765276526,1.0
-0.31520652065206517,1.0
-0.31513651365136514,1.0
-0.31506650665066505,1.0
-0.31499649964996496,1.0
-0.3149264926492649,1.0
-0.31485648564856483,1.0
-0.31478647864786474,1.0
-0.3147164716471647,1.0
-0.3146464646464646,1.0
-0.3145764576457646,1.0
-0.3145064506450645,1.0
-0.3144364436443644,1.0
-0.31436643664366437,1.0
-0.3142964296429643,1.0
-0.3142264226422642,1.0
-0.31415641564156416,1.0
-0.31408640864086407,1.0
-0.314016401640164,1.0
-0.31394639463946394,1.0
-0.31387638763876385,1.0
-0.31380638063806376,1.0
-0.31373637363736373,1.0
-0.31366636663666364,1.0
-0.31359635963596355,1.0
-0.3135263526352635,1.0
-0.3134563456345634,1.0
-0.31338633863386334,1.0
-0.3133163316331633,1.0
-0.3132463246324632,1.0
-0.3131763176317632,1.0
-0.3131063106310631,1.0
-0.313036303630363,1.0
-0.31296629662966297,1.0
-0.3128962896289629,1.0
-0.3128262826282628,1.0
-0.31275627562756275,1.0
-0.31268626862686266,1.0
-0.3126162616261626,1.0
-0.31254625462546254,1.0
-0.31247624762476245,1.0
-0.3124062406240624,1.0
-0.3123362336233623,1.0
-0.31226622662266224,1.0
-0.3121962196219622,1.0
-0.3121262126212621,1.0
-0.312056205620562,1.0
-0.311986198619862,1.0
-0.3119161916191619,1.0
-0.3118461846184618,1.0
-0.3117761776177618,1.0
-0.3117061706170617,1.0
-0.3116361636163616,1.0
-0.31156615661566156,1.0
-0.31149614961496147,1.0
-0.3114261426142614,1.0
-0.31135613561356135,1.0
-0.31128612861286126,1.0
-0.31121612161216117,1.0
-0.31114611461146113,1.0
-0.31107610761076104,1.0
-0.311006100610061,1.0
-0.3109360936093609,1.0
-0.31086608660866083,1.0
-0.3107960796079608,1.0
-0.3107260726072607,1.0
-0.3106560656065606,1.0
-0.3105860586058606,1.0
-0.3105160516051605,1.0
-0.3104460446044604,1.0
-0.31037603760376037,1.0
-0.3103060306030603,1.0
-0.31023602360236024,1.0
-0.31016601660166015,1.0
-0.31009600960096007,1.0
-0.31002600260026003,1.0
-0.30995599559955994,1.0
-0.30988598859885985,1.0
-0.3098159815981598,1.0
-0.30974597459745973,1.0
-0.30967596759675964,1.0
-0.3096059605960596,1.0
-0.3095359535953595,1.0
-0.3094659465946594,1.0
-0.3093959395939594,1.0
-0.3093259325932593,1.0
-0.3092559255925592,1.0
-0.3091859185918592,1.0
-0.3091159115911591,1.0
-0.309045904590459,1.0
-0.30897589758975896,1.0
-0.3089058905890589,1.0
-0.30883588358835884,1.0
-0.30876587658765875,1.0
-0.30869586958695866,1.0
-0.3086258625862586,1.0
-0.30855585558555854,1.0
-0.30848584858485845,1.0
-0.3084158415841584,1.0
-0.3083458345834583,1.0
-0.30827582758275823,1.0
-0.3082058205820582,1.0
-0.3081358135813581,1.0
-0.3080658065806581,1.0
-0.307995799579958,1.0
-0.3079257925792579,1.0
-0.30785578557855786,1.0
-0.30778577857785777,1.0
-0.3077157715771577,1.0
-0.30764576457645765,1.0
-0.30757575757575756,1.0
-0.30750575057505747,1.0
-0.30743574357435743,1.0
-0.30736573657365734,1.0
-0.30729572957295725,1.0
-0.3072257225722572,1.0
-0.30715571557155713,1.0
-0.30708570857085704,1.0
-0.307015701570157,1.0
-0.3069456945694569,1.0
-0.3068756875687568,1.0
-0.3068056805680568,1.0
-0.3067356735673567,1.0
-0.30666566656665667,1.0
-0.3065956595659566,1.0
-0.3065256525652565,1.0
-0.30645564556455646,1.0
-0.30638563856385637,1.0
-0.3063156315631563,1.0
-0.30624562456245624,1.0
-0.30617561756175615,1.0
-0.30610561056105606,1.0
-0.30603560356035603,1.0
-0.30596559655965594,1.0
-0.3058955895589559,1.0
-0.3058255825582558,1.0
-0.3057555755575557,1.0
-0.3056855685568557,1.0
-0.3056155615561556,1.0
-0.3055455545554555,1.0
-0.3054755475547555,1.0
-0.3054055405540554,1.0
-0.3053355335533553,1.0
-0.30526552655265526,1.0
-0.3051955195519552,1.0
-0.3051255125512551,1.0
-0.30505550555055505,1.0
-0.30498549854985496,1.0
-0.30491549154915487,1.0
-0.30484548454845484,1.0
-0.30477547754775475,1.0
-0.30470547054705466,1.0
-0.3046354635463546,1.0
-0.30456545654565453,1.0
-0.3044954495449545,1.0
-0.3044254425442544,1.0
-0.3043554355435543,1.0
-0.3042854285428543,1.0
-0.3042154215421542,1.0
-0.3041454145414541,1.0
-0.3040754075407541,1.0
-0.304005400540054,1.0
-0.3039353935393539,1.0
-0.30386538653865386,1.0
-0.30379537953795377,1.0
-0.30372537253725373,1.0
-0.30365536553655365,1.0
-0.30358535853585356,1.0
-0.3035153515351535,1.0
-0.30344534453445343,1.0
-0.30337533753375334,1.0
-0.3033053305330533,1.0
-0.3032353235323532,1.0
-0.30316531653165313,1.0
-0.3030953095309531,1.0
-0.303025302530253,1.0
-0.3029552955295529,1.0
-0.3028852885288529,1.0
-0.3028152815281528,1.0
-0.3027452745274527,1.0
-0.30267526752675267,1.0
-0.3026052605260526,1.0
-0.3025352535253525,1.0
-0.30246524652465245,1.0
-0.30239523952395236,1.0
-0.30232523252325233,1.0
-0.30225522552255224,1.0
-0.30218521852185215,1.0
-0.3021152115211521,1.0
-0.302045204520452,1.0
-0.30197519751975194,1.0
-0.3019051905190519,1.0
-0.3018351835183518,1.0
-0.3017651765176517,1.0
-0.3016951695169517,1.0
-0.3016251625162516,1.0
-0.30155515551555157,1.0
-0.3014851485148515,1.0
-0.3014151415141514,1.0
-0.30134513451345135,1.0
-0.30127512751275126,1.0
-0.30120512051205117,1.0
-0.30113511351135114,1.0
-0.30106510651065105,1.0
-0.30099509950995096,1.0
-0.3009250925092509,1.0
-0.30085508550855083,1.0
-0.30078507850785074,1.0
-0.3007150715071507,1.0
-0.3006450645064506,1.0
-0.30057505750575053,1.0
-0.3005050505050505,1.0
-0.3004350435043504,1.0
-0.3003650365036503,1.0
-0.3002950295029503,1.0
-0.3002250225022502,1.0
-0.30015501550155016,1.0
-0.30008500850085007,1.0
-0.30001500150015,1.0
-0.29994499449944995,1.0
-0.29987498749874986,1.0
-0.29980498049804977,1.0
-0.29973497349734973,1.0
-0.29966496649664964,1.0
-0.29959495949594955,1.0
-0.2995249524952495,1.0
-0.29945494549454943,1.0
-0.2993849384938494,1.0
-0.2993149314931493,1.0
-0.2992449244924492,1.0
-0.2991749174917492,1.0
-0.2991049104910491,1.0
-0.299034903490349,1.0
-0.29896489648964897,1.0
-0.2988948894889489,1.0
-0.2988248824882488,1.0
-0.29875487548754875,1.0
-0.29868486848684866,1.0
-0.2986148614861486,1.0
-0.29854485448544854,1.0
-0.29847484748474845,1.0
-0.29840484048404836,1.0
-0.2983348334833483,1.0
-0.29826482648264824,1.0
-0.29819481948194815,1.0
-0.2981248124812481,1.0
-0.298054805480548,1.0
-0.297984798479848,1.0
-0.2979147914791479,1.0
-0.2978447844784478,1.0
-0.2977747774777478,1.0
-0.2977047704770477,1.0
-0.2976347634763476,1.0
-0.29756475647564756,1.0
-0.2974947494749475,1.0
-0.2974247424742474,1.0
-0.29735473547354735,1.0
-0.29728472847284726,1.0
-0.2972147214721472,1.0
-0.29714471447144714,1.0
-0.29707470747074705,1.0
-0.297004700470047,1.0
-0.2969346934693469,1.0
-0.29686468646864683,1.0
-0.2967946794679468,1.0
-0.2967246724672467,1.0
-0.2966546654665466,1.0
-0.2965846584658466,1.0
-0.2965146514651465,1.0
-0.2964446444644464,1.0
-0.29637463746374637,1.0
-0.2963046304630463,1.0
-0.2962346234623462,1.0
-0.29616461646164616,1.0
-0.29609460946094607,1.0
-0.296024602460246,1.0
-0.29595459545954594,1.0
-0.29588458845884585,1.0
-0.2958145814581458,1.0
-0.29574457445744573,1.0
-0.29567456745674564,1.0
-0.2956045604560456,1.0
-0.2955345534553455,1.0
-0.2954645464546454,1.0
-0.2953945394539454,1.0
-0.2953245324532453,1.0
-0.2952545254525452,1.0
-0.2951845184518452,1.0
-0.2951145114511451,1.0
-0.29504450445044506,1.0
-0.29497449744974497,1.0
-0.2949044904490449,1.0
-0.29483448344834484,1.0
-0.29476447644764475,1.0
-0.29469446944694466,1.0
-0.29462446244624463,1.0
-0.29455445544554454,1.0
-0.29448444844484445,1.0
-0.2944144414441444,1.0
-0.2943444344434443,1.0
-0.29427442744274424,1.0
-0.2942044204420442,1.0
-0.2941344134413441,1.0
-0.294064406440644,1.0
-0.293994399439944,1.0
-0.2939243924392439,1.0
-0.2938543854385438,1.0
-0.2937843784378438,1.0
-0.2937143714371437,1.0
-0.29364436443644365,1.0
-0.29357435743574356,1.0
-0.29350435043504347,1.0
-0.29343434343434344,1.0
-0.29336433643364335,1.0
-0.29329432943294326,1.0
-0.2932243224322432,1.0
-0.29315431543154313,1.0
-0.29308430843084304,1.0
-0.293014301430143,1.0
-0.2929442944294429,1.0
-0.2928742874287429,1.0
-0.2928042804280428,1.0
-0.2927342734273427,1.0
-0.29266426642664267,1.0
-0.2925942594259426,1.0
-0.2925242524252425,1.0
-0.29245424542454246,1.0
-0.29238423842384237,1.0
-0.2923142314231423,1.0
-0.29224422442244224,1.0
-0.29217421742174216,1.0
-0.29210421042104207,1.0
-0.29203420342034203,1.0
-0.29196419641964194,1.0
-0.29189418941894185,1.0
-0.2918241824182418,1.0
-0.29175417541754173,1.0
-0.29168416841684164,1.0
-0.2916141614161416,1.0
-0.2915441544154415,1.0
-0.2914741474147414,1.0
-0.2914041404140414,1.0
-0.2913341334133413,1.0
-0.29126412641264127,1.0
-0.2911941194119412,1.0
-0.2911241124112411,1.0
-0.29105410541054105,1.0
-0.29098409840984096,1.0
-0.2909140914091409,1.0
-0.29084408440844084,1.0
-0.29077407740774075,1.0
-0.2907040704070407,1.0
-0.2906340634063406,1.0
-0.29056405640564054,1.0
-0.2904940494049405,1.0
-0.2904240424042404,1.0
-0.2903540354035403,1.0
-0.2902840284028403,1.0
-0.2902140214021402,1.0
-0.2901440144014401,1.0
-0.2900740074007401,1.0
-0.29000400040004,1.0
-0.2899339933993399,1.0
-0.28986398639863986,1.0
-0.28979397939793977,1.0
-0.2897239723972397,1.0
-0.28965396539653965,1.0
-0.28958395839583956,1.0
-0.28951395139513947,1.0
-0.28944394439443943,1.0
-0.28937393739373934,1.0
-0.28930393039303925,1.0
-0.2892339233923392,1.0
-0.28916391639163913,1.0
-0.2890939093909391,1.0
-0.289023902390239,1.0
-0.2889538953895389,1.0
-0.2888838883888389,1.0
-0.2888138813881388,1.0
-0.2887438743874387,1.0
-0.28867386738673867,1.0
-0.2886038603860386,1.0
-0.28853385338533855,1.0
-0.28846384638463846,1.0
-0.28839383938393837,1.0
-0.28832383238323833,1.0
-0.28825382538253824,1.0
-0.28818381838183815,1.0
-0.2881138113811381,1.0
-0.28804380438043803,1.0
-0.28797379737973794,1.0
-0.2879037903790379,1.0
-0.2878337833783378,1.0
-0.2877637763776377,1.0
-0.2876937693769377,1.0
-0.2876237623762376,1.0
-0.2875537553755375,1.0
-0.2874837483748375,1.0
-0.2874137413741374,1.0
-0.2873437343734373,1.0
-0.28727372737273726,1.0
-0.2872037203720372,1.0
-0.2871337133713371,1.0
-0.28706370637063705,1.0
-0.28699369936993696,1.0
-0.28692369236923687,1.0
-0.28685368536853684,1.0
-0.28678367836783675,1.0
-0.2867136713671367,1.0
-0.2866436643664366,1.0
-0.2865736573657366,1.0
-0.2865036503650365,1.0
-0.2864336433643364,1.0
-0.2863636363636364,1.0
-0.2862936293629363,1.0
-0.2862236223622362,1.0
-0.28615361536153616,1.0
-0.2860836083608361,1.0
-0.286013601360136,1.0
-0.28594359435943595,1.0
-0.28587358735873586,1.0
-0.28580358035803577,1.0
-0.28573357335733574,1.0
-0.28566356635663565,1.0
-0.28559355935593556,1.0
-0.2855235523552355,1.0
-0.28545354535453543,1.0
-0.28538353835383534,1.0
-0.2853135313531353,1.0
-0.2852435243524352,1.0
-0.28517351735173513,1.0
-0.2851035103510351,1.0
-0.285033503350335,1.0
-0.2849634963496349,1.0
-0.2848934893489349,1.0
-0.2848234823482348,1.0
-0.2847534753475347,1.0
-0.28468346834683467,1.0
-0.2846134613461346,1.0
-0.28454345434543454,1.0
-0.28447344734473445,1.0
-0.2844034403440344,1.0
-0.28433343334333433,1.0
-0.28426342634263424,1.0
-0.2841934193419342,1.0
-0.2841234123412341,1.0
-0.284053405340534,1.0
-0.283983398339834,1.0
-0.2839133913391339,1.0
-0.2838433843384338,1.0
-0.2837733773377338,1.0
-0.2837033703370337,1.0
-0.2836333633363336,1.0
-0.28356335633563357,1.0
-0.2834933493349335,1.0
-0.2834233423342334,1.0
-0.28335333533353335,1.0
-0.28328332833283326,1.0
-0.28321332133213317,1.0
-0.28314331433143314,1.0
-0.28307330733073305,1.0
-0.28300330033003296,1.0
-0.2829332933293329,1.0
-0.28286328632863283,1.0
-0.28279327932793275,1.0
-0.2827232723272327,1.0
-0.2826532653265326,1.0
-0.28258325832583253,1.0
-0.2825132513251325,1.0
-0.2824432443244324,1.0
-0.2823732373237324,1.0
-0.2823032303230323,1.0
-0.28223322332233225,1.0
-0.28216321632163216,1.0
-0.28209320932093207,1.0
-0.28202320232023204,1.0
-0.28195319531953195,1.0
-0.28188318831883186,1.0
-0.2818131813181318,1.0
-0.28174317431743173,1.0
-0.28167316731673164,1.0
-0.2816031603160316,1.0
-0.2815331533153315,1.0
-0.28146314631463143,1.0
-0.2813931393139314,1.0
-0.2813231323132313,1.0
-0.2812531253125312,1.0
-0.2811831183118312,1.0
-0.2811131113111311,1.0
-0.281043104310431,1.0
-0.28097309730973097,1.0
-0.2809030903090309,1.0
-0.2808330833083308,1.0
-0.28076307630763075,1.0
-0.28069306930693066,1.0
-0.2806230623062306,1.0
-0.28055305530553054,1.0
-0.28048304830483045,1.0
-0.28041304130413036,1.0
-0.2803430343034303,1.0
-0.28027302730273024,1.0
-0.2802030203020302,1.0
-0.2801330133013301,1.0
-0.2800630063006301,1.0
-0.27999299929993,1.0
-0.2799229922992299,1.0
