time_from_transit_centre,flux,residuals
-1.8675721012785347,0.9995998349445462,-0.0004001650554538161
-1.8675411854461652,1.0021200747563586,0.0021200747563585587
-1.8673706767118559,1.0006482970982256,0.0006482970982255587
-1.8672883520229702,1.0019113360085192,0.0019113360085192266
-1.8672553452127851,1.002344015851911,0.002344015851911019
-1.8672274530532535,1.0030693539148647,0.0030693539148647364
-1.8672239817983955,0.9992396197424358,-0.0007603802575641971
-1.8669395269532905,0.9970468262734933,-0.0029531737265067193
-1.8667706761848422,1.001878511405697,0.0018785114056969476
-1.8666957111696962,0.998284567313258,-0.0017154326867420133
-1.866612431472498,1.0042288999729136,0.004228899972913647
-1.8665561973196294,1.0018219495439573,0.001821949543957313
-1.866524780409266,0.998578471318314,-0.0014215286816859907
-1.8661832576843196,1.0011754783242592,0.0011754783242592381
-1.8661523022698328,1.001932220493971,0.0019322204939709042
-1.8659817376834054,1.0007888234885347,0.0007888234885347067
-1.865899454438374,1.0024987311020277,0.002498731102027696
-1.8658664145653754,0.9975171284513279,-0.0024828715486721054
-1.8658385452237642,0.9977073788226947,-0.0022926211773053318
-1.865835126562193,1.0007208573445743,0.0007208573445742772
-1.8655506507623327,1.0035121956450772,0.0035121956450772096
-1.8653817874208016,0.9983644996976041,-0.001635500302395898
-1.865306861520521,0.9974477177736278,-0.00255228222637216
-1.8652234952371527,0.9998356334844319,-0.0001643665155680596
-1.8651672936796257,1.000828225853079,0.0008282258530789566
-1.8651358567467755,1.0013008937345045,0.0013008937345044824
-1.8647944140896522,1.0029449646325719,0.002944964632571878
-1.8647634190939557,0.9984224177739472,-0.0015775822260527539
-1.8645927981884312,1.001707308318355,0.001707308318354972
-1.8645105568538642,0.9982533189218976,-0.0017466810781023856
-1.864477483918483,0.9968484318529733,-0.003151568147026662
-1.8644496369280963,1.001923376635768,0.001923376635768026
-1.8644462713255379,1.0008571155010753,0.0008571155010752562
-1.8641617741052583,1.0006181054992875,0.0006181054992875357
-1.86391801140614,0.9980453457566868,-0.001954654243313203
-1.8638345590027559,1.0022778217128996,0.002277821712899586
-1.8637783905058007,1.0011727479233508,0.0011727479233507587
-1.863746933084285,1.000697780282294,0.0006977802822940582
-1.8634055709597348,1.0023235982974652,0.0023235982974652014
-1.8633745359176233,1.0013954517135473,0.0013954517135472688
-1.8632038591591182,1.0005223439240631,0.00052234392406314
-1.863121659268406,1.0007426320614947,0.000742632061494719
-1.8630885528062744,1.0003540194927527,0.0003540194927527107
-1.8630607290989518,1.0001170236616104,0.00011702366161037148
-1.8630574160897935,1.0039167422804613,0.003916742280461349
-1.8627728979142992,0.9991395258853136,-0.0008604741146863715
-1.8626040098934027,1.0011803523356482,0.0011803523356481715
-1.862529161758331,0.9963279609508794,-0.0036720390491206123
-1.862445622768273,1.0022273375626485,0.0022273375626484793
-1.862389487332838,0.9994259837466062,-0.0005740162533938165
-1.8623580094226568,0.9998579632802987,-0.0001420367197012551
-1.86201672736552,0.9997976938192776,-0.00020230618072236695
-1.8619856527417449,1.0004159197927893,0.000415919792789321
-1.8618149196641438,0.9982863099641588,-0.0017136900358412088
-1.8617327616829475,0.9959315644040908,-0.004068435595909192
-1.861699622159382,1.000055809895928,5.580989592801622e-05
-1.8616718212693764,1.0023063109335162,0.002306310933516187
-1.8616685608540464,0.9988843223251281,-0.0011156776748718622
-1.8613840217233415,1.0003816792968159,0.0003816792968158733
-1.8612151211295895,1.0013251615614949,0.0013251615614948697
-1.8611403116444054,0.9991232749272285,-0.0008767250727714782
-1.8610566865329279,0.9995880385189515,-0.00041196148104849506
-1.8610005841603927,0.9985626819627675,-0.00143731803723246
-1.8609690852950225,1.0000934605723972,9.346057239723038e-05
-1.860627884236969,1.0003086552360345,0.0003086552360345163
-1.8605967690997511,0.9992466630982264,-0.0007533369017735936
-1.8604259806339687,1.0000682834987544,6.828349875442896e-05
-1.8603438645631505,0.9991336812773436,-0.0008663187226564117
-1.860310691046311,1.0019871642528888,0.0019871642528888067
-1.8602829134393697,0.9977199042334765,-0.002280095766523549
-1.8602797060825997,0.9992629896866236,-0.0007370103133763628
-1.859995145066267,0.9980856607899222,-0.0019143392100777756
-1.8598262328318924,0.9998056265427804,-0.00019437345721962096
-1.8597514619965938,0.9972894248463633,-0.0027105751536367073
-1.8596677502975827,0.9945841569995606,-0.005415843000439402
-1.8596116805217688,0.9993321325971127,-0.0006678674028872678
-1.8595801616329632,1.0030258765278488,0.003025876527848803
-1.8592390406423016,1.0033994939038393,0.0033994939038393124
-1.8592078859243282,0.9997004375472721,-0.0002995624527278862
-1.8590370416046558,0.9991334165673224,-0.0008665834326776478
-1.8589549669781233,0.9993187851855695,-0.0006812148144305086
-1.8589217603989012,0.9983194299302421,-0.0016805700697578585
-1.8588940056098804,1.0013923002779228,0.0013923002779228089
-1.8588908508463973,1.000510810631739,0.0005108106317390781
-1.858606268875308,1.0012279894669163,0.0012279894669162683
-1.8584373440676245,0.9962216211036966,-0.0037783788963033915
-1.8583626118826682,0.9959842982253211,-0.004015701774678915
-1.8582788140622375,0.999907309775204,-9.2690224795966e-05
-1.858222777348375,0.9996156290040833,-0.0003843709959167052
-1.8581912379704728,1.0004227372098884,0.0004227372098883908
-1.8578501970480867,1.0019317789068676,0.0019317789068675761
-1.8578190027489052,1.002014767512691,0.002014767512690918
-1.8576481021106301,0.9974592125377999,-0.0025407874622001003
-1.857566069392665,0.9986364577090175,-0.0013635422909824557
-1.8575328292862614,1.0014950171244887,0.00149501712448874
-1.8575050977798737,0.9991834295292968,-0.0008165704707031596
-1.8575019956106529,0.9965120503943737,-0.0034879496056262616
-1.8572173926848043,1.0020697770759097,0.002069777075909718
-1.8570484553029019,0.999396301411689,-0.0006036985883109969
-1.856973762233493,0.9988129028072489,-0.0011870971927511187
-1.856889877826461,1.0001165558154386,0.00011655581543856819
-1.8568338741754986,0.9994357614141484,-0.0005642385858516397
-1.8568023143079824,1.0006754828841342,0.0006754828841342153
-1.856461353918625,1.0015473284064191,0.001547328406419135
-1.8564301195721187,1.0011298741672479,0.0011298741672478574
-1.8562591630817482,0.997723052534174,-0.0022769474658259625
-1.8561771718072066,1.002307528974697,0.002307528974696993
-1.8561438986397139,1.0007835998754344,0.0007835998754344153
-1.8561161899507295,0.9987484356647147,-0.0012515643352852823
-1.856113140374453,0.9945567740786155,-0.005443225921384465
-1.85582851602773,0.9995953604696571,-0.00040463953034286515
-1.8556595665390887,0.9983038809098607,-0.0016961190901393364
-1.85558491212002,0.9969170343766738,-0.003082965623326217
