time_bkjd,systematics_model_flux,transit_model_flux
2333.0,0.9999785217953231,1.0
2333.0048341390234,0.9999781989352333,1.0
2333.0096682780463,0.9999778714736746,1.0
2333.0145024170697,0.9999775393507703,1.0
2333.0193365560926,0.9999772025060012,1.0
2333.024170695116,0.9999768608782016,1.0
2333.029004834139,0.9999765144055566,1.0
2333.0338389731623,0.9999761630255986,1.0
2333.0386731121853,0.9999758066752047,1.0
2333.0435072512087,0.9999754452905932,0.9998514494971066
2333.0483413902316,0.9999750788073215,0.9976874917658162
2333.053175529255,0.9999747071602828,0.9943024188891025
2333.058009668278,0.9999743302837037,0.9905015431904208
2333.0628438073013,0.9999739481111422,0.987124942546493
2333.0676779463242,0.9999735605754846,0.9857746753911005
2333.0725120853476,0.9999731676089442,0.9851554680097782
2333.0773462243706,0.9999727691430587,0.9847018402984488
2333.082180363394,0.9999723651086886,0.9843466065093353
2333.087014502417,0.9999719554360156,0.9840592600886693
2333.0918486414403,0.999971540054541,0.9838229659000022
2333.096682780463,0.9999711188930844,0.9836273918688636
2333.1015169194866,0.9999706918797823,0.9834657871737279
2333.10635105851,0.9999702589420874,0.9833335543304881
2333.111185197533,0.9999698200067679,0.9832273625704381
2333.1160193365563,0.9999693749999068,0.9831451351876145
2333.120853475579,0.9999689238469016,0.9830851515726395
2333.1256876146026,0.9999684664724638,0.9830463551535741
2333.1305217536255,0.99996800280062,0.9830281461279997
2333.135355892649,0.9999675327547111,0.9830302064899262
2333.140190031672,0.9999670562573933,0.9830525719497166
2333.1450241706953,0.9999665732306395,0.9830956346612891
2333.149858309718,0.9999660835957395,0.983160027146211
2333.1546924487416,0.9999655872733018,0.9832469930428469
2333.1595265877645,0.9999650841832554,0.9833582619169692
2333.164360726788,0.9999645742448517,0.9834962344313138
2333.169194865811,0.9999640573766666,0.9836643099533092
2333.174029004834,0.9999635334966028,0.9838675398522386
2333.178863143857,0.9999630025218937,0.9841132791891674
2333.1836972828805,0.9999624643691055,0.9844127270763116
2333.1885314219035,0.9999619189541412,0.984784892687973
2333.193365560927,0.999961366192245,0.9852647389710254
2333.19819969995,0.9999608059980057,0.9859349738861061
2333.203033838973,0.9999602382853623,0.9877180231709656
2333.2078679779966,0.9999596629676086,0.9912738086913256
2333.2127021170195,0.9999590799573987,0.995048974947691
2333.217536256043,0.9999584891667531,0.9982599570115884
2333.222370395066,0.999957890507065,0.9999994734040967
2333.227204534089,0.9999572838891069,1.0
2333.232038673112,0.9999566692230384,1.0
2333.2368728121355,0.9999560464184132,1.0
2333.2417069511584,0.9999554153841883,1.0
2333.246541090182,0.9999547760287316,1.0
2333.2513752292048,0.9999541282598325,1.0
2333.256209368228,0.9999534719847106,1.0
2333.261043507251,0.9999528071100267,1.0
2333.2658776462745,0.9999521335418935,1.0
2333.2707117852974,0.9999514511858875,1.0
2333.275545924321,0.9999507599470607,1.0
2333.2803800633437,0.9999500597299541,1.0
2333.285214202367,0.9999493504386102,1.0
2333.29004834139,0.999948631976588,1.0
2333.2948824804134,0.9999479042469775,1.0
2333.2997166194364,0.9999471671524152,1.0
2333.3045507584598,0.9999464205951001,1.0
2333.3093848974827,0.9999456644768114,1.0
2333.314219036506,0.999944898698926,1.0
2333.3190531755295,0.9999441231624366,1.0
2333.3238873145524,0.9999433377679721,1.0
2333.328721453576,0.9999425424158167,1.0
2333.3335555925987,0.9999417370059323,1.0
2333.338389731622,0.9999409214379793,1.0
2333.343223870645,0.9999400956113409,1.0
2333.3480580096684,0.9999392594251456,1.0
2333.3528921486914,0.9999384127782933,1.0
2333.3577262877147,0.9999375555694806,1.0
2333.3625604267377,0.9999366876972277,1.0
2333.367394565761,0.9999358090599063,1.0
2333.372228704784,0.9999349195557699,1.0
2333.3770628438074,0.9999340190829816,1.0
2333.3818969828303,0.9999331075396484,1.0
2333.3867311218537,0.999932184823851,1.0
2333.3915652608766,0.9999312508336798,1.0
2333.3963993999,0.9999303054672684,1.0
2333.401233538923,0.9999293486228308,1.0
2333.4060676779463,0.9999283801986988,1.0
2333.4109018169693,0.9999274000933607,1.0
2333.4157359559927,0.9999264082055023,1.0
2333.420570095016,0.9999254044340483,1.0
2333.425404234039,0.9999243886782061,1.0
2333.4302383730624,0.9999233608375097,1.0
2333.4350725120853,0.9999223208118675,1.0
2333.4399066511087,0.9999212685016088,1.0
2333.4447407901316,0.999920203807535,1.0
2333.449574929155,0.9999191266309694,1.0
2333.454409068178,0.9999180368738118,1.0
2333.4592432072013,0.9999169344385916,1.0
2333.4640773462243,0.9999158192285268,1.0
2333.4689114852476,0.99991469114758,1.0
2333.4737456242706,0.999913550100521,1.0
2333.478579763294,0.9999123959929876,1.0
2333.483413902317,0.9999112287315521,1.0
2333.4882480413403,0.9999100482237856,1.0
2333.493082180363,0.9999088543783284,1.0
2333.4979163193866,0.9999076471049602,1.0
2333.5027504584095,0.9999064263146735,1.0
2333.507584597433,0.999905191919749,1.0
