data_file,W17_G102_lc_9926.txt
run_name,190
nsys,50
rl_in,0.12169232
epoch_in,58021.48064883803
incl_deg_in,87.34635
ecc_in,0.0
omega_in,0.0
period_in,3.73548535
aor_in,7.0780354
metallicity,-0.25
teff_in,6550.0
logg_in,4.2
c1,0.8603066443486683
c2,-0.8327647721731892
c3,0.8318373595810895
c4,-0.30616508716698054
wavelength_mid_point,9945.295122213036
wavelength_half_width,59.43658008129387
top_five_numbers,[48 47 49 46 45]
top_five_aicevidence,[300.42350585 300.36138301 300.11249251 299.06931987 298.44211905]
top_five_dof,[38. 39. 37. 40. 41.]
top_five_chisq,[70.1768006  71.30104627 69.79882728 74.88517255 77.1395742 ]
top_five_weights,"[0.28640005917350836 0.2691494513001301 0.20984649839490352
 0.07393628178487234 0.03948823751876216]"
top_five_sdnr,[321.88951353 324.37980291 320.96392045 332.14098347 337.25922633]
white_noise,0.0004507445891562522
red_noise,6.628926843376332e-05
beta,1.120027303267235
num_rejected,0
indices_rejected,"(array([], dtype=int64),)"
rl_marg,0.12160907983847483
rl_marg_err,0.00048196376597494923
epoch_marg,58021.48070528067
epoch_marg_err,0.00047725881614504894
inclin_rad_marg,
inclin_rad_marg_err,
inclin_deg_marg,
inclin_deg_marg_err,
msmpr_marg,
msmpr_marg_err,
aor_marg,
aor_marg_err,
systematics_figure,/Users/lilialderson/Documents/ExoTiCISM/outputs/190/2021-02-25T15-03-45_W17_190/weights-stdr-rl.png
lightcurve_figure,/Users/lilialderson/Documents/ExoTiCISM/outputs/190/2021-02-25T15-03-45_W17_190/residuals_best-model.png
